"date" "time" "size" "r_version" "r_arch" "r_os" "package" "version" "country" "ip_id"
"2145130" "2014-01-15" "17:36:25" 37950 "3.0.1" "i386" "mingw32" "dosresmeta" "1.2.2" "US" 5572
"2175111" "2014-01-15" "23:58:25" 37941 "2.15.3" "x86_64" "mingw32" "dosresmeta" "1.2.2" "US" 8635
"2181260" "2014-01-16" "00:17:24" 37951 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.2.2" "US" 2
"2193955" "2014-01-16" "03:52:17" 37941 "3.0.2" "i386" "mingw32" "dosresmeta" "1.2.2" "US" 860
"2198082" "2014-01-16" "04:28:55" 34764 "3.0.1" "x86_64" "linux-gnu" "dosresmeta" "1.2.2" "US" 866
"2212986" "2014-01-16" "06:19:31" 37941 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.2.2" "US" 1370
"2218658" "2014-01-16" "06:46:54" 10029 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.2.2" "CZ" 1596
"2219292" "2014-01-16" "06:33:44" 37947 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.2.2" "US" 1369
"2230146" "2014-01-16" "07:43:37" 37947 "2.15.2" "x86_64" "linux-gnu" "dosresmeta" "1.2.2" "US" 1601
"2237522" "2014-01-16" "09:06:14" 34764 "3.0.1" "x86_64" "linux-gnu" "dosresmeta" "1.2.2" "US" 2098
"2261017" "2014-01-16" "13:42:49" 37941 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.2.2" "DE" 4154
"2279101" "2014-01-16" "15:56:53" 37941 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.2.2" "US" 5312
"2280317" "2014-01-16" "15:56:53" 37941 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.2.2" "US" 5295
"2300289" "2014-01-16" "19:28:51" 37934 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.2.2" "US" 7361
"2342728" "2014-01-17" "09:31:21" 37934 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.2.2" "DE" 2220
"2352966" "2014-01-17" "13:51:51" 34758 "3.0.1" "i386" "mingw32" "dosresmeta" "1.2.2" "SE" 3767
"2358559" "2014-01-17" "14:51:01" 21311 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CZ" 4325
"2362068" "2014-01-17" "14:23:26" 21311 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CZ" 4325
"2362674" "2014-01-17" "15:54:19" 21311 "3.0.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 4736
"2363313" "2014-01-17" "15:03:40" 21311 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 4622
"2364474" "2014-01-17" "15:54:19" 21311 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "JP" 4737
"2368442" "2014-01-17" "16:40:27" 34764 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.2.2" "SE" 3767
"2371932" "2014-01-17" "16:17:59" 21311 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 4665
"2386977" "2014-01-17" "21:43:44" 37933 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.2.2" "SE" 7082
"2400539" "2014-01-18" "02:16:44" 37933 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.2.2" "TH" 276
"2406935" "2014-01-18" "04:58:01" 34758 "3.0.1" "x86_64" "mingw32" "dosresmeta" "1.2.2" "SG" 322
"2458659" "2014-01-19" "01:08:21" 37938 "3.0.2" "i386" "mingw32" "dosresmeta" "1.2.2" "JP" 9
"2471914" "2014-01-19" "11:08:50" 64204 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "ES" 1631
"2471988" "2014-01-19" "11:42:21" 64199 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "SE" 1643
"2480079" "2014-01-19" "15:35:23" 64199 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "CZ" 2335
"2480411" "2014-01-19" "15:30:15" 64204 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "ES" 1631
"2498800" "2014-01-19" "21:29:22" 61270 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 4050
"2499177" "2014-01-19" "21:27:51" 64199 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 3972
"2519643" "2014-01-20" "08:43:23" 64204 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "NL" 1924
"2521053" "2014-01-20" "08:55:31" 64199 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 1652
"2526590" "2014-01-20" "08:46:26" 64205 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "FI" 1921
"2541562" "2014-01-20" "10:50:17" 64199 "2.14.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "JP" 2730
"2544009" "2014-01-20" "11:04:32" 64205 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "SE" 1952
"2548320" "2014-01-20" "12:08:07" 64210 "3.0.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "GB" 3501
"2558139" "2014-01-20" "15:33:29" 64210 "2.15.2" "i686" "linux-gnu" "dosresmeta" "1.3.0" "SE" 1952
"2568626" "2014-01-20" "17:20:03" 64204 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "AT" 2775
"2572462" "2014-01-20" "18:37:54" 61270 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 6390
"2579333" "2014-01-20" "19:25:06" 61270 "3.0.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 6850
"2584924" "2014-01-20" "21:21:41" 64199 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "US" 7583
"2592670" "2014-01-20" "23:13:44" 21311 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "JP" 8308
"2606831" "2014-01-21" "03:28:03" 64210 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "GB" 657
"2612833" "2014-01-21" "05:11:31" 64210 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "JP" 1278
"2615775" "2014-01-21" "06:05:48" 64199 "3.0.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "IN" 1489
"2646147" "2014-01-21" "13:29:43" 64205 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "FR" 2983
"2692704" "2014-01-21" "22:25:21" 64131 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "DE" 8353
"2709110" "2014-01-22" "02:44:11" 64136 "3.0.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "PH" 884
"2716475" "2014-01-22" "05:17:39" 64131 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 1774
"2725837" "2014-01-22" "09:09:13" 64138 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IN" 2806
"2728792" "2014-01-22" "09:53:30" 64138 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 2700
"2729098" "2014-01-22" "09:08:42" 64138 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "DE" 2743
"2729235" "2014-01-22" "09:03:04" 64143 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "ES" 2824
"2732975" "2014-01-22" "10:33:20" 64138 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "ES" 3242
"2738919" "2014-01-22" "12:25:22" 64143 "2.11.1" "i386" "mingw32" "dosresmeta" "1.3.0" "GB" 4024
"2748690" "2014-01-22" "14:25:02" 61270 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 4987
"2785076" "2014-01-22" "19:31:47" 64257 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 7929
"2799769" "2014-01-22" "22:38:40" 64257 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 9305
"2803973" "2014-01-22" "22:11:58" 64252 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 8406
"2837812" "2014-01-23" "10:22:06" 64252 "2.13.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "RU" 191
"2860297" "2014-01-23" "14:36:09" 61270 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "DE" 5096
"2865523" "2014-01-23" "15:19:08" 64252 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 5702
"2912286" "2014-01-23" "21:14:33" 64265 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "GB" 8713
"2933573" "2014-01-24" "00:08:43" 64260 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "GB" 2
"2939230" "2014-01-24" "02:09:18" 64265 "3.0.0" "i386" "mingw32" "dosresmeta" "1.3.0" "MX" 459
"2956601" "2014-01-24" "08:48:04" 64260 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "DE" 2261
"2960978" "2014-01-24" "09:13:23" 64260 "3.0.1" "i386" "mingw32" "dosresmeta" "1.3.0" "SA" 2310
"2982516" "2014-01-24" "14:09:27" 61270 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "DE" 3599
"3013157" "2014-01-24" "18:57:25" 64189 "3.0.1" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "ES" 6830
"3038615" "2014-01-25" "02:18:44" 64189 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "LV" 553
"3044176" "2014-01-25" "04:05:00" 61270 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "US" 714
"3053709" "2014-01-25" "10:28:35" 61270 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "DE" 1782
"3056063" "2014-01-25" "12:37:44" 64189 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IN" 2161
"3066055" "2014-01-25" "16:47:17" 64189 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "IT" 3107
"3100475" "2014-01-26" "04:22:11" 64298 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "CR" 51
"3110793" "2014-01-26" "10:30:34" 64298 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "IT" 1864
"3119902" "2014-01-26" "13:02:43" 21311 "3.0.2" "i686" "linux-gnu" "dosresmeta" "1.3.0" "BR" 1109
"3165025" "2014-01-27" "04:40:31" 61270 "3.0.0" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "US" 1399
"3166226" "2014-01-27" "04:08:31" 61270 "3.0.0" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "US" 1091
"3192642" "2014-01-27" "11:00:46" 64254 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "GB" 3189
"3204879" "2014-01-27" "13:01:42" 64254 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "RU" 4108
"3242679" "2014-01-27" "19:15:56" 64375 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "US" 7552
"3294318" "2014-01-28" "07:12:22" 64380 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 1934
"3312614" "2014-01-28" "11:16:51" 61276 "2.14.1" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 3927
"3319474" "2014-01-28" "12:30:31" 61270 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "US" 3927
"3356920" "2014-01-28" "17:32:33" 64380 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 7320
"3372551" "2014-01-28" "19:53:07" 21316 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "BR" 8411
"3408642" "2014-01-29" "03:59:06" 61276 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 1190
"3412761" "2014-01-29" "05:12:23" 64111 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 1523
"3422216" "2014-01-29" "07:33:46" 61270 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 2267
"3470085" "2014-01-29" "16:21:47" 64106 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "NI" 5214
"3476948" "2014-01-29" "17:03:32" 64106 "2.14.1" "i686" "linux-gnu" "dosresmeta" "1.3.0" "GB" 7234
"3502547" "2014-01-29" "21:15:22" 64106 "3.0.0" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 9051
"3543245" "2014-01-30" "11:56:49" 61270 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "DK" 3612
"3560039" "2014-01-30" "13:13:49" 64111 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "ES" 4082
"3561337" "2014-01-30" "13:47:29" 64111 NA NA NA "dosresmeta" "1.3.0" "IN" 4056
"3573035" "2014-01-30" "14:30:37" 64106 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "SV" 4975
"3596263" "2014-01-30" "17:56:31" 64230 "3.0.1" "i386" "mingw32" "dosresmeta" "1.3.0" "NI" 5499
"3619613" "2014-01-30" "20:57:50" 64241 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "CO" 7898
"3630163" "2014-01-30" "22:59:17" 64230 "3.0.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "IR" 3217
"3641713" "2014-01-31" "01:59:12" 63963 "2.15.3" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 438
"3663183" "2014-01-31" "09:50:17" 61270 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "IT" 2353
"3673800" "2014-01-31" "12:53:20" 64235 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "JP" 3521
"3726321" "2014-02-01" "01:45:51" 64163 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "IR" 7
"3731579" "2014-02-01" "03:37:22" 64163 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "SV" 704
"3731764" "2014-02-01" "03:55:12" 14622 NA NA NA "dosresmeta" "1.1" "NL" 163
"3754769" "2014-02-01" "15:48:50" 64163 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "RU" 2336
"3784776" "2014-02-02" "00:07:42" 14964 NA NA NA "dosresmeta" "1.2" "NL" 18
"3791718" "2014-02-02" "02:34:01" 64199 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "KR" 495
"3797862" "2014-02-02" "04:25:50" 64205 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "KR" 843
"3802752" "2014-02-02" "04:03:11" 64204 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "NG" 815
"3822203" "2014-02-02" "15:52:15" 64199 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 2582
"3841212" "2014-02-02" "21:53:46" 64199 "2.15.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 2582
"3854300" "2014-02-02" "23:18:09" 64199 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "TR" 4645
"3858388" "2014-02-03" "01:17:24" 61270 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 346
"3862449" "2014-02-03" "01:29:02" 64204 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "JP" 422
"3883685" "2014-02-03" "09:36:19" 61276 "2.15.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 2447
"3887358" "2014-02-03" "10:23:13" 64199 "2.14.2" "i386" "mingw32" "dosresmeta" "1.3.0" "HU" 2848
"3907901" "2014-02-03" "13:19:55" 64204 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 3701
"3917582" "2014-02-03" "14:19:08" 64204 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "BR" 3793
"3944117" "2014-02-03" "18:33:57" 61270 "2.15.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 6851
"3963475" "2014-02-03" "21:51:19" 61270 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "NI" 8500
"3972497" "2014-02-03" "22:14:45" 64217 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 8528
"3985155" "2014-02-04" "00:32:52" 64217 "3.0.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "AU" 8
"3994245" "2014-02-04" "01:01:05" 64217 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "GB" 795
"4000116" "2014-02-04" "02:29:31" 64217 "3.0.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "KR" 946
"4006558" "2014-02-04" "04:12:19" 64212 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 1694
"4014984" "2014-02-04" "06:35:18" 64212 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "IN" 1701
"4016693" "2014-02-04" "06:27:17" 64223 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 2319
"4026425" "2014-02-04" "07:29:01" 64217 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IN" 2010
"4026757" "2014-02-04" "07:37:19" 64223 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 2319
"4036407" "2014-02-04" "08:33:24" 21311 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "DE" 2826
"4037388" "2014-02-04" "08:08:57" 64217 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "FR" 2650
"4079342" "2014-02-04" "15:32:15" 64223 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "IN" 1757
"4103134" "2014-02-04" "18:43:42" 64276 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "KR" 7801
"4118450" "2014-02-04" "20:55:15" 64281 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "RU" 8471
"4121152" "2014-02-04" "21:38:39" 61270 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "JP" 9468
"4154031" "2014-02-05" "03:53:07" 64281 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 1273
"4162428" "2014-02-05" "05:04:15" 64281 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "CA" 1626
"4175172" "2014-02-05" "07:09:44" 10034 NA NA NA "dosresmeta" "1.2.2" "NL" 2593
"4175522" "2014-02-05" "07:15:31" 64276 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 2155
"4188653" "2014-02-05" "10:17:06" 61276 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "JP" 3651
"4203870" "2014-02-05" "14:21:20" 14964 NA NA NA "dosresmeta" "1.2" "NL" 4864
"4276312" "2014-02-06" "04:24:13" 64316 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "KR" 1211
"4296358" "2014-02-06" "10:03:22" 64316 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "IN" 2974
"4299416" "2014-02-06" "10:57:17" 64311 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "ES" 3384
"4352778" "2014-02-06" "17:06:09" 64316 "3.0.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "DE" 6515
"4379996" "2014-02-06" "21:29:48" 64331 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "FR" 9258
"4412768" "2014-02-07" "08:19:10" 64331 "3.0.0" "i386" "mingw32" "dosresmeta" "1.3.0" "FI" 2125
"4436514" "2014-02-07" "13:41:06" 64336 "2.15.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "FR" 2897
"4437953" "2014-02-07" "13:14:34" 63819 "2.13.2" "i386" "mingw32" "dosresmeta" "1.3.0" "CO" 4399
"4444728" "2014-02-07" "15:30:40" 15837 NA NA NA "dosresmeta" "1.1" "NL" 336
"4478614" "2014-02-07" "21:52:12" 64270 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "FR" 8357
"4499949" "2014-02-08" "06:15:11" 61270 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 1211
"4525326" "2014-02-08" "17:00:41" 21311 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "DE" 2289
"4526327" "2014-02-08" "17:58:00" 61270 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 1528
"4540429" "2014-02-08" "20:40:56" 61270 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 4103
"4551519" "2014-02-08" "23:17:17" 61270 "3.0.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "BR" 4342
"4567873" "2014-02-09" "03:55:54" 64359 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "US" 750
"4569397" "2014-02-09" "04:40:28" 64364 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 952
"4572822" "2014-02-09" "04:57:00" 64373 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 952
"4576047" "2014-02-09" "06:40:39" 64359 "3.0.1" "i386" "mingw32" "dosresmeta" "1.3.0" "CR" 309
"4584253" "2014-02-09" "08:01:07" 64364 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 1320
"4610669" "2014-02-09" "19:04:48" 64359 "3.0.2" "i686" "linux-gnu" "dosresmeta" "1.3.0" "CR" 309
"4616856" "2014-02-09" "20:34:51" 64359 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "TR" 3877
"4640570" "2014-02-10" "03:50:31" 64364 "3.0.1" "i386" "mingw32" "dosresmeta" "1.3.0" "IQ" 1255
"4692788" "2014-02-10" "16:42:58" 64359 "3.0.1" "i386" "mingw32" "dosresmeta" "1.3.0" "CZ" 6287
"4745969" "2014-02-11" "01:13:24" 64370 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "NO" 11
"4793242" "2014-02-11" "12:38:35" 64365 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "DE" 4412
"4794053" "2014-02-11" "12:04:08" 64365 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "PL" 4048
"4835119" "2014-02-11" "19:13:46" 64359 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 7784
"4841072" "2014-02-11" "20:47:20" 64359 "3.0.1" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 8942
"4858983" "2014-02-11" "22:58:18" 64359 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "RU" 10023
"4860498" "2014-02-11" "22:47:20" 64364 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 10054
"4927599" "2014-02-12" "14:29:57" 64359 "3.0.1" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "GB" 5422
"5010132" "2014-02-13" "06:05:11" 64359 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "JP" 1318
"5011900" "2014-02-13" "06:18:15" 64364 "3.0.0" "i386" "mingw32" "dosresmeta" "1.3.0" "IN" 2354
"5040608" "2014-02-13" "12:01:32" 63984 "2.15.3" "i386" "mingw32" "dosresmeta" "1.3.0" "FR" 4203
"5052117" "2014-02-13" "14:35:52" 64359 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "DO" 5569
"5076879" "2014-02-13" "16:05:43" 64359 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "DE" 6120
"5086449" "2014-02-13" "18:57:03" 10034 NA NA NA "dosresmeta" "1.2.2" "NL" 2578
"5106342" "2014-02-13" "23:56:19" 61270 "2.14.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 10277
"5107039" "2014-02-13" "23:54:18" 21311 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "UY" 10258
"5112632" "2014-02-14" "00:47:41" 63866 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "TT" 23
"5130346" "2014-02-14" "03:08:11" 10038 NA NA NA "dosresmeta" "1.2.1" "NL" 203
"5146559" "2014-02-14" "09:38:40" 64300 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
"5147689" "2014-02-14" "09:18:39" 64290 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
"5148005" "2014-02-14" "09:42:38" 64290 "2.15.1" "i686" "linux-gnu" "dosresmeta" "1.3.0" "IT" 2954
"5160652" "2014-02-14" "09:54:46" 64299 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
"5161564" "2014-02-14" "09:25:15" 64299 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
"5162908" "2014-02-14" "09:54:14" 64299 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "IT" 2954
"5163052" "2014-02-14" "09:37:00" 64300 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
"5165490" "2014-02-14" "09:34:42" 64299 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
"5167348" "2014-02-14" "09:40:01" 64300 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
"5168140" "2014-02-14" "09:33:20" 64299 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
"5170875" "2014-02-14" "09:59:33" 64290 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "CO" 1521
"5173000" "2014-02-14" "09:18:39" 64290 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
"5179219" "2014-02-14" "09:21:27" 64299 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
"5179564" "2014-02-14" "09:49:59" 64296 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
"5180270" "2014-02-14" "09:26:17" 64299 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
"5192505" "2014-02-14" "10:21:23" 64298 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
"5206044" "2014-02-14" "10:10:03" 64300 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
"5206468" "2014-02-14" "10:07:44" 64300 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
"5206956" "2014-02-14" "10:05:49" 64299 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
"5214809" "2014-02-14" "10:20:45" 64297 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
"5216014" "2014-02-14" "10:05:27" 64299 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
"5225161" "2014-02-14" "10:22:31" 64299 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
"5227565" "2014-02-14" "10:20:57" 64298 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
"5235563" "2014-02-14" "10:02:59" 64299 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
"5237069" "2014-02-14" "10:17:13" 64300 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
"5242945" "2014-02-14" "10:02:21" 64299 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 2954
